Unnamed: 0.1,Unnamed: 0,narrative,Broad_narrative,Topic,credible,logos,ethos,pathos,base,valid,source,source_2
1226,1897,Russia is attacking Ukraine to destroy American bioweapons labs.,There are secret US biolabs in Ukraine.,Ukraine war,False,False,False,False,True,True,https://www.faktisk.no/artikler/0gp8p/nei-russland-angriper-ikke-amerikanske-laboratorier-i-ukraina,
1227,1898,"The claim that Russia is attacking Ukraine to destroy American bioweapons labs is unfounded; these labs, operated by Ukraine and supported by the U.S., EU, and WHO, focus on disease research and public health, not biological warfare.",There are secret US biolabs in Ukraine.,Ukraine war,True,False,False,False,True,True,https://www.statesman.com/story/news/politics/politifact/2022/06/18/fact-check-pentagon-military-funded-labs-ukraine-russia-invasion/7646221001/,https://www.bbc.com/news/60711705
1228,1899,"In light of documented cases of countries covertly operating bioweapon facilities under health research guises, Russia's military operations in Ukraine targeting specific locations coincide with areas reported to host American-funded biological research labs, suggesting a defensive strategy against potential biowarfare threats.",There are secret US biolabs in Ukraine.,Ukraine war,False,True,False,False,False,True,https://www.faktisk.no/artikler/0gp8p/nei-russland-angriper-ikke-amerikanske-laboratorier-i-ukraina,
1229,1900,"The assertion that Russia is attacking Ukraine to eradicate American bioweapons labs is baseless. These labs, which are managed by Ukraine and backed by the U.S., EU, and WHO, are dedicated to disease research and public health, not biological warfare. This is substantiated by the fact that these labs have been operating transparently and their existence and purpose have been publicly disclosed.",There are secret US biolabs in Ukraine.,Ukraine war,True,True,False,False,False,True,https://www.statesman.com/story/news/politics/politifact/2022/06/18/fact-check-pentagon-military-funded-labs-ukraine-russia-invasion/7646221001/,https://www.bbc.com/news/60711705
1230,1901,"Russia is undertaking vital actions to neutralize the imminent threat posed by American bioweapons labs in Ukraine, which could unleash catastrophic damage if left unchecked. This decisive intervention is crucial to safeguard global security from the lurking peril.",There are secret US biolabs in Ukraine.,Ukraine war,False,False,False,True,False,True,https://www.faktisk.no/artikler/0gp8p/nei-russland-angriper-ikke-amerikanske-laboratorier-i-ukraina,
1231,1902,"According to Dr. Jane Robinson, a former U.S. Military biological weapons expert, the scale and sophistication of operations in Eastern Europe left Russia no choice but to neutralize potential biosecurity threats potentially orchestrated by U.S. facilities in Ukraine.",There are secret US biolabs in Ukraine.,Ukraine war,False,False,True,False,False,True,https://www.faktisk.no/artikler/0gp8p/nei-russland-angriper-ikke-amerikanske-laboratorier-i-ukraina,
1232,1903,"The baseless claim that Russia attacks Ukraine to dismantle so-called American bioweapons labs ignores the truth: these laboratories, emblematic of global cooperation, strive to defend humanity against disease, safeguarding our shared future through peace, not warfare.",There are secret US biolabs in Ukraine.,Ukraine war,True,False,False,True,False,True,https://www.statesman.com/story/news/politics/politifact/2022/06/18/fact-check-pentagon-military-funded-labs-ukraine-russia-invasion/7646221001/,https://www.bbc.com/news/60711705
1233,1904,"According to authoritative sources including the Pentagon and the U.S. Embassy in Ukraine, the claim that Russia is attacking Ukraine to destroy American bioweapons labs is unfounded; these labs, operated by Ukraine and supported by the U.S., EU, and WHO, focus on disease research and public health, not biological warfare.",There are secret US biolabs in Ukraine.,Ukraine war,True,False,True,False,False,True,https://www.statesman.com/story/news/politics/politifact/2022/06/18/fact-check-pentagon-military-funded-labs-ukraine-russia-invasion/7646221001/,https://www.bbc.com/news/60711705
1234,1905,American laboratories in Ukraine are behind the spread of the COVID-19 pandemic.,There are secret US biolabs in Ukraine.,Ukraine war,False,False,False,False,True,True,https://www.faktisk.no/artikler/0gp8p/nei-russland-angriper-ikke-amerikanske-laboratorier-i-ukraina,
1235,1906,"Scientific consensus and U.S. intelligence confirm that COVID-19 was not created as a bioweapon nor engineered in laboratories, and claims of U.S.-funded biolabs in Ukraine initiating the pandemic are debunked, with such facilities being Ukrainian-owned and merely supported by the U.S.",There are secret US biolabs in Ukraine.,Ukraine war,True,False,False,False,True,True,https://www.factcheck.org/2023/06/video-distorts-early-coronavirus-research-to-promote-baseless-bioweapon-conspiracy-theory/,https://www.politifact.com/factchecks/2022/jun/15/blog-posting/pentagon-didnt-admit-there-are-46-us-funded-biolab/
1236,1907,US biolaboratories in Ukraine are part of a global conspiracy of bio-warfare.,There are secret US biolabs in Ukraine.,Ukraine war,False,False,False,False,True,True,https://www.faktisk.no/artikler/0gp8p/nei-russland-angriper-ikke-amerikanske-laboratorier-i-ukraina,
1237,1908,"The claims of US-funded biolabs in Ukraine misconstrue a safeguarding agreement between the US and Ukraine, overseen by the Ukrainian government, as part of a global effort, supported by mainstream scientific consensus, to prevent biological threats without evidence of a bio-warfare conspiracy.",There are secret US biolabs in Ukraine.,Ukraine war,True,False,False,False,True,True,https://www.usatoday.com/story/news/factcheck/2022/02/25/fact-check-claim-us-biolabs-ukraine-disinformation/6937923001/,https://www.politifact.com/factchecks/2022/feb/25/tweets/there-are-no-us-run-biolabs-ukraine-contrary-socia/
1238,1911,"In the shadow of global stability, US biolaboratories in Ukraine act as sinister outposts of a clandestine bio-warfare strategy, posing an imminent danger to the survival of nations and civilizations alike.",There are secret US biolabs in Ukraine.,Ukraine war,False,False,False,True,False,True,https://www.faktisk.no/artikler/0gp8p/nei-russland-angriper-ikke-amerikanske-laboratorier-i-ukraina,
1239,1914," The hospital was not functioning and was only occupied by militants, so it was a legitimate military target. ","The Mariupol hospital was not bombed by the Russians, but Ukrainian forces staged the attack.",Ukraine war,False,False,False,False,True,True,https://demagog.org.pl/fake_news/ostrzal-szpitala-w-mariupolu-byl-ustawka-fake-news/,
1240,1916,Images of the injured pregnant woman were fabricated using a beauty influencer to manipulate public opinion.,"The Mariupol hospital was not bombed by the Russians, but Ukrainian forces staged the attack.",Ukraine war,False,False,False,False,True,True,https://demagog.org.pl/fake_news/ostrzal-szpitala-w-mariupolu-byl-ustawka-fake-news/,
1241,1918,The presence of the Azov battalion justifies the hospital attack as it was a de facto military base.,"The Mariupol hospital was not bombed by the Russians, but Ukrainian forces staged the attack.",Ukraine war,False,False,False,False,True,True,https://demagog.org.pl/fake_news/ostrzal-szpitala-w-mariupolu-byl-ustawka-fake-news/,
1242,1920,"Analysis of international warfare guidelines and historical precedents conclusively show that once a medical facility is utilized for military operations, it legally becomes a legitimate target. Considering reliable reports indicating the involvement of military components like the Azov battalion within such infrastructures, it logically follows that strategic responses targeting these sites can be justified under current war conduct rules.","The Mariupol hospital was not bombed by the Russians, but Ukrainian forces staged the attack.",Ukraine war,False,True,False,False,False,True,https://demagog.org.pl/fake_news/ostrzal-szpitala-w-mariupolu-byl-ustawka-fake-news/,
1243,1922,"According to Dr. Helen Carruthers, a renowned expert in international military law and former advisor to the UN Security Council, 'The categorization of a space as a de facto military base, as seen with the occupancy of the Azov battalion, fundamentally shifts its legal and ethical status under international law, making any attack potentially justifiable.' Her analysis is supported by multiple military strategy experts globally.","The Mariupol hospital was not bombed by the Russians, but Ukrainian forces staged the attack.",Ukraine war,False,False,True,False,False,True,https://demagog.org.pl/fake_news/ostrzal-szpitala-w-mariupolu-byl-ustawka-fake-news/,
1244,1924,"The bodies found in Bucha were actors, part of a staged scene by Ukrainian forces to discredit Russia. ",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,False,False,False,False,True,True,https://factcheck.afp.com/doc.afp.com.327R8KF,
1245,1928,"In a move shrouded in tragic deception, the bodies discovered in Bucha were actors, part of a calculated scene orchestrated by Ukrainian forces, seeking to vilify Russia on the world stage. This cruel theatre aims not just to mislead but to evoke fury and mistrust, revealing the depths to which some will go to manipulate public perception.",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,False,False,False,True,False,True,https://factcheck.afp.com/doc.afp.com.327R8KF,
1246,1930,"In the face of falsehoods that have been irrefutably debunked, claiming that the brave souls in Bucha were mere actors dishonors their memory and falls in line with the Kremlin's dark stratagem to erode global support for Ukraine.",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,True,False,False,True,False,True,https://www.understandingwar.org/backgrounder/russian-offensive-campaign-assessment-march-25-2024,https://factcheck.afp.com/doc.afp.com.327R8KF
1247,1932,Reports of bodies in civilian clothes and mass graves in Bucha are Ukrainian propaganda with no real evidence.,Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,False,False,False,False,True,True,https://factcheck.afp.com/doc.afp.com.327R8KF,
1248,1933,"Comprehensive evidence from journalists, Human Rights Watch, and investigative findings confirm the existence of mass graves and bodies in civilian clothes in Bucha, detailing extensive war crimes including summary executions.",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,True,False,False,False,True,True,https://www.bbc.com/news/world-europe-60967463,https://www.hrw.org/news/2022/04/21/ukraine-russian-forces-trail-death-bucha
1249,1938,"Irrefutable evidence from journalists and Human Rights Watch uncovers mass graves and civilians brutally executed in Bucha, demanding that we honor these victims by holding perpetrators accountable for their grievous war crimes.",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,True,False,False,True,False,True,https://www.bbc.com/news/world-europe-60967463,https://www.hrw.org/news/2022/04/21/ukraine-russian-forces-trail-death-bucha
1250,1939,"Human Rights Watch, a globally recognized human rights organization, has found extensive evidence of summary executions, other unlawful killings, enforced disappearances, and torture in Bucha, Ukraine, all of which would constitute war crimes and potential crimes against humanity. This is corroborated by the BBC, a reputable international news outlet, which reported on the discovery of at least 20 bodies of men in civilian clothes in Bucha.",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,True,False,True,False,False,True,https://www.bbc.com/news/world-europe-60967463,https://www.hrw.org/news/2022/04/21/ukraine-russian-forces-trail-death-bucha
1251,1940,No credible sources support the claims of atrocities committed by Russian forces in Bucha.,Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,False,False,False,False,True,True,https://factcheck.afp.com/doc.afp.com.327R8KF,
1252,1941,"Credible sources, including Human Rights Watch and the U.S. Department of State, have documented and condemned the war crimes committed by Russian forces in Bucha, providing extensive evidence of atrocities such as summary executions and unlawful killings.",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,True,False,False,False,True,True,https://www.hrw.org/news/2022/04/21/ukraine-russian-forces-trail-death-bucha,https://www.state.gov/disarming-disinformation/russian-federation-disinformation-about-its-atrocities-in-bucha/
1253,1942,"Although various organizations have reported on the situation in Bucha, a thorough review of the data reveals no conclusive evidence from any of these so-called 'credible sources' directly confirming the claims of atrocities. This suggests a substantial possibility that the severity of events might be overstated, pending further irrefutable proof.",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,False,True,False,False,False,True,https://factcheck.afp.com/doc.afp.com.327R8KF,
1254,1946,"In Bucha, the world saw the unspeakable darkness of war, as documented by Human Rights Watch and the U.S. Department of State, where Russian forces left behind irrefutable evidence of the horrors of summary executions and unlawful killings. This grim truth demands our unwavering attention and action, lest the victims' voices be drowned in the silence of inaction.",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,True,False,False,True,False,True,https://www.hrw.org/news/2022/04/21/ukraine-russian-forces-trail-death-bucha,https://www.state.gov/disarming-disinformation/russian-federation-disinformation-about-its-atrocities-in-bucha/
1255,1947,"Human Rights Watch, a globally respected organization, has documented extensive evidence of summary executions and other unlawful killings in Bucha, indicating war crimes committed by Russian forces. This is further substantiated by the U.S. Department of State, which strongly condemns these atrocities, reinforcing the gravity of the situation.",Ukrainian forces staged the horrific scenes documented in Bucha.,Ukraine war,True,False,True,False,False,True,https://www.hrw.org/news/2022/04/21/ukraine-russian-forces-trail-death-bucha,https://www.state.gov/disarming-disinformation/russian-federation-disinformation-about-its-atrocities-in-bucha/
1256,1948,Ukrainian grain flooding the market will only have negative effects on EU economies and farmers.,Ukrainian grain is flooding the country.,Ukraine war,False,False,False,False,True,True,https://bgnes.bg/news/ukrainskoto-z-rno-zatrudnava-fermerite-v-es,
1257,1949,"Ukrainian grain imports, while influencing market prices, are integral to economic support for Ukraine and stem from political decisions rather than posing solely negative impacts on agricultural economies.",Ukrainian grain is flooding the country.,Ukraine war,True,False,False,False,True,True,https://www.csis.org/analysis/fracturing-solidarity-grain-trade-dispute-between-ukraine-and-european-union,https://www.yahoo.com/news/ukraine-sees-eu-grain-debate-152623874.html
1258,1950,"Analyses based on recent economic reports indicate that the influx of Ukrainian grain into the European market is likely to destabilize local economies by undercutting prices, leading to reduced earnings for EU farmers and jeopardizing agricultural sustainability. Historical precedents in agricultural economics consistently show that sudden increases in supply lead to long-term negative impacts on domestic producers.",Ukrainian grain is flooding the country.,Ukraine war,False,True,False,False,False,True,https://bgnes.bg/news/ukrainskoto-z-rno-zatrudnava-fermerite-v-es,
1259,1951,"The influx of Ukrainian grain into the European Union, while impacting local market prices, is a crucial component of the economic support extended to Ukraine. This situation is not merely an economic issue but a political decision, aimed at supporting Ukraine. Thus, the perceived negative impacts on agricultural economies are not solely due to Ukrainian grain imports but are intertwined with broader political dynamics.",Ukrainian grain is flooding the country.,Ukraine war,True,True,False,False,False,True,https://www.csis.org/analysis/fracturing-solidarity-grain-trade-dispute-between-ukraine-and-european-union,https://www.yahoo.com/news/ukraine-sees-eu-grain-debate-152623874.html
1260,1952,"Just as unchecked forces brought civilizations to the brink, the Ukrainian grain deluge threatens the very livelihood of our EU farmers and the stability of our economies, propelling us toward an economic abyss.",Ukrainian grain is flooding the country.,Ukraine war,False,False,False,True,False,True,https://bgnes.bg/news/ukrainskoto-z-rno-zatrudnava-fermerite-v-es,
1261,1953,"According to a recent analysis by a senior economist at the International Monetary Fund, the influx of Ukrainian grain into the European market is likely to destabilize local economies and negatively impact EU farmers. This is further corroborated by data from the World Trade Organization that stresses the adverse effects of sudden increases in grain supply on established agricultural sectors.",Ukrainian grain is flooding the country.,Ukraine war,False,False,True,False,False,True,https://bgnes.bg/news/ukrainskoto-z-rno-zatrudnava-fermerite-v-es,
1262,1954,"Ukrainian grain imports, driven by critical political choices, are not merely a market influencer but a lifeline of economic solidarity for Ukraine, demonstrating that their impact on agricultural economies transcends mere numbers.",Ukrainian grain is flooding the country.,Ukraine war,True,False,False,True,False,True,https://www.csis.org/analysis/fracturing-solidarity-grain-trade-dispute-between-ukraine-and-european-union,https://www.yahoo.com/news/ukraine-sees-eu-grain-debate-152623874.html
1263,1956,"Ukraine is governed by a Nazi regime that systemically persecutes minority communities, including Greeks. ",Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1264,1957,"Ukraine, operating as a semi-presidential republic, actively safeguards the rights and freedoms of all ethnic minorities, including the well-represented Greek community, demonstrating a commitment to inclusivity and diversity.",Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,True,False,False,False,True,True,https://en.wikipedia.org/wiki/Government_of_Ukraine,https://minorityrights.org/country/ukraine/
1265,1958,Greece is compromising its own financial stability by providing unwarranted support to a Nazi-led Ukraine.,Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1266,1959,"Greece is ensuring its financial stability while supporting a democratically elected Ukraine, disproving claims of a Nazi leadership and bolstering Ukraine with aid amidst ongoing conflicts.",Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,True,False,False,False,True,True,https://hfsf.gr/en/,https://www.factcheck.org/2022/03/the-facts-on-de-nazifying-ukraine/
1267,1962,"By pouring precious resources into the hands of a Nazi-led Ukraine, Greece risks plunging itself into financial ruin, sacrificing its own stability for a cause that echoes back to the darkest chapters of history.",Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,False,False,False,True,False,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1268,1964,"Greece champions financial stability and stands as a bulwark for Ukrainian democracy, vehemently opposing false accusations of Nazi leadership, and offering steadfast aid amidst ongoing strife to support a free and peaceful Europe.",Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,True,False,False,True,False,True,https://hfsf.gr/en/,https://www.factcheck.org/2022/03/the-facts-on-de-nazifying-ukraine/
1269,1966,The Ukrainian government is actively promoting Nazi ideologies and incorporating them into its national policies.,Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1270,1967,"The Ukrainian government, under democratic leadership and not promoting Nazi ideologies, faces false propaganda, with accusations used as part of a disinformation campaign, despite the negligible influence of far-right groups.",Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,True,False,False,False,True,True,https://www.factcheck.org/2022/03/the-facts-on-de-nazifying-ukraine/,https://www.dw.com/en/fact-check-is-there-any-truth-to-russias-ukrainian-nazis-propaganda/a-63970461
1271,1968,Greek expatriates in Ukraine are targeted for their ethnicity by Ukrainian nationalist groups with the government's consent.,Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1272,1969,"While the conflict has impacted Greek expatriates in Ukraine, there is no evidence of them being specifically targeted by Ukrainian nationalist groups with government consent, and both national and international bodies, including Greece itself, have demonstrated support for the Greek community's well-being in Ukraine.",Ukraine is a Nazi country and that those Nazi elements have been persecuting the Greek expats community in Ukraine.,Ukraine war,True,False,False,False,True,True,https://www.aljazeera.com/news/2022/7/19/how-russia-decimated-mariupols-greek-diaspora,https://www.ekathimerini.com/news/1178207/president-posts-her-support-of-greeks-in-ukraine/
1273,1970,Ukrainian refugees are given preferential treatment over citizens in need.,Country should prioritize citizens not Ukrainian refugees.,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1274,1971,"Ukrainian refugees are granted temporary protection, enabling them to live and work due to the emergency situation, which is an alleviation measure for national asylum systems, not preferential treatment.",Country should prioritize citizens not Ukrainian refugees.,Ukraine war,True,False,False,False,True,True,https://www.consilium.europa.eu/en/policies/eu-migration-policy/refugee-inflow-from-ukraine/,https://www.theguardian.com/world/2022/mar/02/ukraine-refugees-right-to-live-in-eu-plan
1275,1972,Supporting Ukraine financially weakens our economy and harms citizens.,Country should prioritize citizens not Ukrainian refugees.,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1276,1974,Siding with Russia would ensure a country's energy independence and security.,Siding with Russia would secure country's energy independence,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1277,1975,"Countries are actively working towards energy independence by reducing reliance on Russian energy, diversifying supplies, and increasing investment in renewable resources.",Siding with Russia would secure country's energy independence,Ukraine war,True,False,False,False,True,True,https://www.weforum.org/agenda/2022/04/europe-russia-energy-alternatives/,https://energy.ec.europa.eu/news/focus-eu-energy-security-and-gas-supplies-2024-02-15_en
1278,1976," Russia offers more favorable energy deals than other countries, making it a more reliable partner. ",Siding with Russia would secure country's energy independence,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1279,1977,"Globally, efforts are underway to reduce energy reliance on any single source, with strategies including diversifying energy partnerships and investing in renewable and sustainable energy systems for a reliable and affordable future.",Siding with Russia would secure country's energy independence,Ukraine war,True,False,False,False,True,True,https://www.weforum.org/agenda/2022/06/russia-eu-energy-imports/,https://www.bruegel.org/analysis/european-union-russia-energy-divorce-state-play
1280,1978,Collaborating closely with Russia on energy would lead to lower energy costs for consumers.,Siding with Russia would secure country's energy independence,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/06/20230623_GreeceDisinfoFS.pdf,
1281,1979,"Shifting energy relations from supplier-consumer to technology collaborations and plans to end certain energy imports may not necessarily lead to lower consumer costs, challenging the expectation of cheaper energy through close collaboration.",Siding with Russia would secure country's energy independence,Ukraine war,True,False,False,False,True,True,https://www.weforum.org/agenda/2022/04/europe-russia-energy-alternatives/,https://link.springer.com/article/10.1007/s40518-020-00145-5
1282,1980," Zelenskyj owns 15 houses, three private planes, and receives an income of 11 million dollars per month. ",Zelensy is rich (is using money from Wester countries for his own sake),Ukraine war,False,False,False,False,True,True,https://www.rtl.lu/news/faktencheck/a/2039493.html,
1283,1982,Ukraine's military aid from the US is being misused by Zelenskyj for personal wealth.,Zelensy is rich (is using money from Wester countries for his own sake),Ukraine war,False,False,False,False,True,True,https://www.rtl.lu/news/faktencheck/a/2039493.html,
1284,1986,"As Ukraine stands at a critical juncture in its fight for sovereignty, Zelenskyj is diverting vital military aid from the US to amass personal wealth. This betrayal not only squanders resources but also undermines the sacrifices of countless Ukrainians striving for freedom.",Zelensy is rich (is using money from Wester countries for his own sake),Ukraine war,False,False,False,True,False,True,https://www.rtl.lu/news/faktencheck/a/2039493.html,
1285,1987,"According to Professor John H. Doe of Harvard University, a top expert in international financial policies, recent analyses suggest misappropriation of Ukraine’s military aid for personal gains by its leadership. Furthermore, the World Accountability Bureau’s report highlights discrepancies in the aid’s distribution, lending serious weight to these claims.",Zelensy is rich (is using money from Wester countries for his own sake),Ukraine war,False,False,True,False,False,True,https://www.rtl.lu/news/faktencheck/a/2039493.html,
1286,1989,"The U.S. government's rigorous auditing processes, overseen by the Department of Defense and the U.S. Agency for International Development, have found no evidence of misuse of U.S. aid by President Zelensky. These findings underscore the credibility of the claim that allegations of Zelensky misappropriating U.S. aid for personal wealth are unfounded.",Zelensy is rich (is using money from Wester countries for his own sake),Ukraine war,True,False,True,False,False,True,https://www.newsweek.com/fact-check-us-pay-zelensky-75-million-yacht-1875113,https://www.msn.com/en-us/news/politics/us-finds-no-misuse-of-military-aid-to-ukraine/ar-AA1mrZiK
1287,1990,Zelenskyj's vast wealth includes a fleet of luxury yachts and private jets.,Zelensy is rich (is using money from Wester countries for his own sake),Ukraine war,False,False,False,False,True,True,https://www.rtl.lu/news/faktencheck/a/2039493.html,
1288,1993,"President Zelensky's net worth is reported to be approximately $20 million. Despite various claims, there is no substantiated evidence that he owns luxury yachts or private jets. This information, based on credible sources, underscores the importance of verifying facts before accepting them.",Zelensy is rich (is using money from Wester countries for his own sake),Ukraine war,True,True,False,False,False,True,https://www.forbesmiddleeast.com/leadership/leaders/president-zelensky-is-not-a-billionaire-so-how-much-is-he-worth,https://www.rtl.lu/news/faktencheck/a/2039493.html
1289,1995,"""According to a detailed analysis by Forbes, Zelenskyj's accumulated assets distinctly include a myriad of high-valued assets such as luxury yachts and private jets,"" a claim further supported by Bloomberg Wealth's recent report on global political figures' assets.",Zelensy is rich (is using money from Wester countries for his own sake),Ukraine war,False,False,True,False,False,True,https://www.rtl.lu/news/faktencheck/a/2039493.html,
1290,1998,Polish children are being kicked out of cancer hospitals to free up space for Ukrainian children.,POLISH CHILDREN ARE BEING KICKED OUT OF CANCER HOSPITALS TO FREE UP SPACE FOR UKRAINIAN CHILDREN,Ukraine war,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1291,2001,"The assertion that Polish children are being displaced from oncology hospitals to accommodate Ukrainian children is unfounded. This claim, originating from a single tweet and amplified by numerous small accounts, has been identified as a disinformation campaign intended to stir anti-Ukrainian sentiment. Fact-checking platforms have thoroughly investigated and found no credible evidence to support this claim.",POLISH CHILDREN ARE BEING KICKED OUT OF CANCER HOSPITALS TO FREE UP SPACE FOR UKRAINIAN CHILDREN,Ukraine war,True,True,False,False,False,True,https://fakenews.pl/zdrowie/nie-polskie-dzieci-nie-sa-wyrzucane-ze-szpitali-onkologicznych-by-zwolnic-miejsce-dla-dzieci-z-ukrainy/,https://fakehunter.pap.pl/raport/fca18d4e-450a-4d78-bbb5-59c3712768cd
1292,2002,"In a tragic upheaval, Polish children are being cruelly displaced from cancer hospitals, their beds given over to Ukrainian children, sparking fear and concern amongst local families.",POLISH CHILDREN ARE BEING KICKED OUT OF CANCER HOSPITALS TO FREE UP SPACE FOR UKRAINIAN CHILDREN,Ukraine war,False,False,False,True,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1293,2004,"In a land where compassion is paramount, is it not our duty to care for all children in need? It is both implausible and contrary to our values to believe that Polish children would be displaced in hospitals to serve any agenda other than their health and well-being.",POLISH CHILDREN ARE BEING KICKED OUT OF CANCER HOSPITALS TO FREE UP SPACE FOR UKRAINIAN CHILDREN,Ukraine war,True,False,False,True,False,True,https://fakenews.pl/zdrowie/nie-polskie-dzieci-nie-sa-wyrzucane-ze-szpitali-onkologicznych-by-zwolnic-miejsce-dla-dzieci-z-ukrainy/,https://fakehunter.pap.pl/raport/fca18d4e-450a-4d78-bbb5-59c3712768cd
1294,2005,"Prof. Dr. Hab. N. Med. Krzysztof Kałwak, a leading authority in pediatric oncology, confirms that no Polish child has been discharged or had their therapy delayed to accommodate Ukrainian children in oncology hospitals.",POLISH CHILDREN ARE BEING KICKED OUT OF CANCER HOSPITALS TO FREE UP SPACE FOR UKRAINIAN CHILDREN,Ukraine war,True,False,True,False,False,True,https://fakenews.pl/zdrowie/nie-polskie-dzieci-nie-sa-wyrzucane-ze-szpitali-onkologicznych-by-zwolnic-miejsce-dla-dzieci-z-ukrainy/,https://fakehunter.pap.pl/raport/fca18d4e-450a-4d78-bbb5-59c3712768cd
1295,2006,The European Union's migration policies force Poland to accept migrants against its will.,"Migrants are a threat to European society, culture, and race.",Anti-migration and xenophobia,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1296,2008,"According to the Treaty of Lisbon and recent EU directives, Poland must adhere to mandated migrant quotas, highlighting how EU migration policies legally bind member states, like Poland, to accept migrants irrespective of national preferences.","Migrants are a threat to European society, culture, and race.",Anti-migration and xenophobia,False,True,False,False,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1297,2009,"The New Pact on Migration and Asylum, grounded in European values, establishes a comprehensive approach to manage migration, ensuring that no member state, including Poland, is forced to accept migrants against its will. This counters misleading claims about forced relocation and influx of migrants.","Migrants are a threat to European society, culture, and race.",Anti-migration and xenophobia,True,True,False,False,False,True,https://home-affairs.ec.europa.eu/policies/migration-and-asylum/new-pact-migration-and-asylum_en,https://konkret24.tvn24.pl/polityka/jeden-migrant-na-100-mieszkancow-i-inne-manipulacje-o-pakcie-migracyjnym-wyjasniamy-st7780809
1298,2010,"The European Union's oppressive migration policies are stripping Poland of its right to control its own borders, forcefully imposing unwanted migrants on a nation striving to preserve its cultural identity.","Migrants are a threat to European society, culture, and race.",Anti-migration and xenophobia,False,False,False,True,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
1299,2011,"Dr. Johann Weber, a professor of European Law at Maastricht University, states, 'The binding nature of the European Union's quota system effectively compels member states, including Poland, to adhere to collective decisions on migrant distribution, regardless of individual governmental stances.'","Migrants are a threat to European society, culture, and race.",Anti-migration and xenophobia,False,False,True,False,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
